(9667, 110254) 
(11095, 110270) 
(11458, 110272) 
(12023, 110290) 
(12593, 110293) 
(13537, 110305) 
(14734, 110325) 
(18016, 110369) 
(19213, 110385) 
(19214, 110389) 
(19942, 110412) 
(948, 110418) 
(1192, 110419) 
(2059, 110434) 
(2808, 110435) 
(3829, 110443) 
(4383, 110445) 
(5716, 110449) 
(6773, 110453) 
(8297, 110456) 
(8865, 110476) 
(9250, 110486) 
(10211, 110487) 
(10993, 110496) 
(11979, 110502) 
(12719, 110512) 
(13166, 110517) 
(14235, 110526) 
(14648, 110531) 
(15222, 110532) 
(15376, 110541) 
(15378, 110546) 
(16364, 110553) 
(16776, 110555) 
(17809, 110560) 
(19332, 110576) 
(19419, 110581) 
(19559, 110585) 
(19662, 110590) 
(294, 110592) 
(1761, 110593) 
(1960, 110597) 
(3401, 110601) 
(8482, 110603) 
(8499, 110604) 
(8784, 110607) 
(9216, 110609) 
(10303, 110611) 
(11477, 110615) 
(12011, 110617) 
(13820, 110621) 
(15241, 110622) 
(16005, 110625) 
(18222, 110626) 
(18932, 110630) 
(18988, 110634) 
